prot_00001	FIG00066425	308	45	308	DNA polymerase III beta subunit (EC 2.7.7.7)
prot_01417	FIG00837501	203	35	203	PTS system mannitol-specific EIICB component (EIICB-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.69) (PTS system mannitol-specific EIIB component)]
prot_01418	FIG00001427	52	8	52	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)
prot_01419	FIG00001427	195	30	195	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)
prot_01420	FIG01611348	111	16	111	PTS system, mannitol-specific IIA component( EC:2.7.1.69 )
prot_01422	FIG00836492	61	10	61	FIG00836494: hypothetical protein
prot_01426	FIG00000840	91	13	91	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)
prot_01427	FIG00000840	96	15	96	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)
prot_01428	FIG00834149	76	11	76	FIG00834150: hypothetical protein
prot_01429	FIG00834149	38	7	39	FIG00834150: hypothetical protein
prot_01430	FIG00834149	121	18	121	FIG00834150: hypothetical protein
prot_01431	FIG00000214	83	14	83	LSU ribosomal protein L19p
prot_01432	FIG00000230	140	21	140	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)
prot_01433	FIG00000193	37	5	37	SSU ribosomal protein S16p
prot_01434	FIG01199987	56	9	56	Na+ driven multidrug efflux pump
prot_01435	FIG01199987	369	56	369	Na+ driven multidrug efflux pump
prot_01436	FIG00380575	32	6	32	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)
prot_01437	FIG00380575	45	8	45	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)
prot_01439	FIG00836364	226	32	226	FIG00836367: hypothetical protein
prot_01440	FIG00000039	240	42	240	Translation elongation factor Tu
prot_01441	FIG00834155	108	16	108	FIG00834157: hypothetical protein
prot_01442	FIG00834155	41	6	41	FIG00834157: hypothetical protein
prot_01443	FIG00000108	136	21	136	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
prot_01444	FIG00000108	80	12	80	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
prot_01445	FIG00138617	107	17	107	Organic hydroperoxide resistance protein
prot_01446	FIG00346039	299	46	299	Tyrosyl-tRNA synthetase (EC 6.1.1.1)
prot_01447	FIG00835551	277	41	277	FIG00835554: hypothetical protein
prot_01448	FIG00835096	158	23	158	FIG00835097: hypothetical protein
prot_01449	FIG01120704	336	55	336	Cell division protein FtsH (EC 3.4.24.-)
prot_01450	FIG01120704	126	19	126	Cell division protein FtsH (EC 3.4.24.-)
prot_01451	FIG00835467	30	6	30	FIG00835472: hypothetical protein
prot_01452	FIG00000355	152	21	152	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
prot_01453	FIG00084105	111	17	111	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)
prot_01454	FIG00000812	246	39	246	L-lactate dehydrogenase (EC 1.1.1.27)
prot_01457	FIG01353026	83	12	83	FIG00837597: hypothetical protein
prot_01460	FIG00000686	107	17	107	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
prot_01461	FIG00000686	53	9	53	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
prot_01462	FIG00000686	123	18	123	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
prot_01463	FIG00000225	208	31	208	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
prot_01464	FIG00002818	72	11	72	Inner membrane protein translocase component YidC, long form
prot_01465	FIG00002818	94	14	94	Inner membrane protein translocase component YidC, long form
prot_01466	FIG00092649	35	6	35	Ribonuclease P protein component (EC 3.1.26.5)
prot_01468	FIG00092649	29	5	29	Ribonuclease P protein component (EC 3.1.26.5)
prot_01469	FIG00000471	34	6	34	LSU ribosomal protein L34p
prot_01470	FIG00744535	114	18	114	ABC transporter, ATP-binding protein
prot_01471	FIG00744535	56	10	56	ABC transporter, ATP-binding protein
prot_01472	FIG00835158	87	15	87	FIG00835159: hypothetical protein
prot_01473	FIG00835158	455	68	456	FIG00835159: hypothetical protein
prot_01475	FIG00835158	163	25	163	FIG00835159: hypothetical protein
prot_01476	FIG00835158	209	33	210	FIG00835159: hypothetical protein
prot_01477	FIG00835158	43	6	43	FIG00835159: hypothetical protein
prot_01478	FIG00835158	323	47	323	FIG00835159: hypothetical protein
prot_01479	FIG00744535	11	6	13	ABC transporter, ATP-binding protein
prot_01480	FIG00000441	355	53	355	Chromosomal replication initiator protein DnaA
prot_01481	FIG00835489	214	30	214	FIG00835492: hypothetical protein
prot_01482	FIG01838964	217	32	217	ParA/Soj
